name,pct_stem_2000,pct_business_2000,pct_health_2000,pct_arthuman_2000,pct_socialscience_2000,pct_publicsocial_2000,pct_multidisci_2000,pct_tradepersonal_2000,scorecard_median_earnings_2011
ASA Institute Of Business & Computer Technology,81.97065,6.6037736,11.425576,0.0,0.0,0.0,0.0,0.0,26400.0
Abilene Christian University,11.318242,22.50333,5.0599203,10.785619,31.691078,8.7882824,9.7203732,0.13315579,40200.0
Abraham Baldwin Agricultural College,29.612757,4.1002278,12.072893,0.0,0.0,6.3781323,47.152618,0.68337131,31900.0
Academy Of Art University,0.0,0.0,0.0,96.091957,3.908046,0.0,0.0,0.0,36100.0
Adams State University,13.489737,24.046921,0.0,10.85044,18.181818,0.0,33.431084,0.0,33200.0
Adelphi University,6.0060062,28.078077,13.963964,9.0090094,30.780781,8.5585585,3.6036036,0.0,50600.0
Adirondack Community College - SUNY Office Of Community Colleges,8.5470085,19.017094,12.606837,0.0,2.1367521,7.4786325,50.0,0.21367522,32300.0
Adrian College,16.564417,28.834356,0.61349696,19.631903,16.564417,5.5214725,12.269938,0.0,36500.0
Advanced Institute Of Hair Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22000.0
Advanced Technology Institute,15.163935,0.0,0.0,0.0,0.0,0.0,0.0,84.836067,35300.0
Adventist University Of Health Sciences,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,51100.0
Agnes Scott College,15.94203,0.0,0.0,31.884058,42.028984,0.0,10.144928,0.0,39400.0
Aiken Technical College,24.3309,36.25304,8.5158148,0.0,0.0,11.922141,9.7323599,9.2457418,25300.0
Aims Community College,6.025825,13.916786,27.977045,0.28694403,0.0,7.4605451,37.733143,6.5997128,31700.0
Alabama Agricultural & Mechanical University,38.165138,20.917431,0.0,1.2844037,35.229359,4.4036698,0.0,0.0,31400.0
Alabama Southern Community College,12.546125,24.723248,26.937269,0.0,0.0,0.0,19.926199,15.867159,23200.0
Alabama State University,15.851272,15.264188,0.19569471,3.1311154,48.727982,14.285714,2.5440314,0.0,27800.0
Alamance Community College,23.745409,31.578947,14.565483,2.4479804,0.0,1.4687883,17.62546,8.5679312,26500.0
Alamo Community College District,15.056818,13.778409,28.030304,2.1306818,3.5511363,4.971591,20.454546,12.026515,30986.586
Albany College Of Pharmacy And Health Sciences,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,110600.0
Albany State University,6.3253012,17.168674,22.289156,3.3132532,34.638554,16.26506,0.0,0.0,32700.0
Albany Technical College,1.3207548,25.094339,17.169811,0.0,0.0,0.3773585,0.0,56.037735,22000.0
Albertus Magnus College,1.1990408,72.422066,0.0,2.3980815,14.148682,0.95923263,8.8729019,0.0,52200.0
Albion College,24.213837,0.0,0.0,23.270439,51.886791,0.3144654,0.3144654,0.0,45100.0
Albright College,14.945652,35.054348,0.0,8.152174,35.597824,0.0,6.25,0.0,48500.0
Alcorn State University,32.35294,12.815126,12.184874,1.8907562,20.168066,2.3109243,18.277311,0.0,30600.0
Alderson Broaddus University,24.822695,6.3829789,53.19149,4.2553191,8.5106382,0.0,2.8368795,0.0,43400.0
Alfred University,18.75,29.513889,0.69444442,8.333333,34.027779,3.8194444,4.8611112,0.0,42300.0
All-State Career,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32900.0
All-State Career School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36800.0
Allan Hancock College,4.9840932,9.1198301,19.088017,6.3626723,2.2269354,20.572641,35.737011,1.9088017,29500.0
Allegany College Of Maryland,6.7395263,21.311476,38.797813,0.0,2.9143898,3.6429873,22.040073,4.5537343,30900.0
Allegheny College,37.68116,0.0,0.0,14.975845,46.376812,0.0,0.9661836,0.0,49200.0
Allen County Community College,9.7484274,13.207547,37.421383,4.0880504,15.72327,0.94339621,18.238995,0.62893081,29300.0
Allen School,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,26900.0
Alma College,27.075813,14.440434,9.386282,16.245487,32.851986,0.0,0.0,0.0,44700.0
Alpena Community College,10.289389,15.434084,18.006432,0.96463019,14.469454,9.3247595,16.398714,15.112539,27700.0
Altamaha Technical College,7.0671377,17.667845,15.90106,0.0,0.0,0.0,0.0,59.363956,21800.0
Alvernia University,11.340206,29.896908,30.584192,0.0,17.869415,9.6219931,0.68728524,0.0,42600.0
Alverno College,5.7251906,30.152672,16.412214,6.1068702,37.404579,3.0534351,1.1450381,0.0,37400.0
Alvin Community College,26.694046,18.891171,15.811089,0.20533881,1.8480493,5.1334705,21.971252,9.4455853,33000.0
Amarillo College,18.023888,9.771987,37.676437,3.4744842,1.3029315,6.7318134,8.6862106,14.332248,31300.0
American Beauty Academy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15400.0
"American Career College of Los Angeles, CA",0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,29800.0
American Institute Of Business,16.40625,83.59375,0.0,0.0,0.0,0.0,0.0,0.0,37200.0
American Intercontinental University,23.913044,76.08696,0.0,0.0,0.0,0.0,0.0,0.0,43000.0
American International College,5.4744525,24.087591,32.48175,0.729927,19.343065,9.4890509,8.3941603,0.0,42400.0
American Musical & Dramatic Academy,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25300.0
American National University,15.652174,48.913044,35.434784,0.0,0.0,0.0,0.0,0.0,22400.0
American University ,6.1299176,18.572735,0.0,5.4894786,57.456539,6.9533396,5.3979874,0.0,55900.0
Amherst College,22.535212,0.0,0.0,30.985916,35.915493,4.9295774,5.6338024,0.0,56800.0
Ancilla Domini College,15.277777,26.388889,1.3888888,1.3888888,16.666666,9.7222223,29.166666,0.0,29200.0
"Anderson University of Anderson, IN",7.352941,22.058823,6.4705882,10.0,36.764706,14.705882,2.647059,0.0,35900.0
"Anderson University of Anderson, SC",1.9230769,34.615383,1.2820513,21.153845,28.846153,0.0,12.179487,0.0,32800.0
Andrews University,30.512819,11.282051,14.871795,20.256411,15.897436,4.6153846,1.0256411,1.5384617,36000.0
Angelina College,9.090909,17.676767,36.363636,0.25252524,6.3131313,13.636363,6.060606,10.60606,26900.0
Angelo State University,14.908257,19.495413,9.4036694,7.1100917,47.362385,0.3440367,1.3761468,0.0,38000.0
Anna Maria College,0.49504951,20.79208,11.386139,3.4653466,12.376238,49.009899,2.4752476,0.0,42400.0
Anne Arundel Community College,4.3844857,26.053963,12.816189,0.92748737,0.84317034,4.5531197,46.205734,4.2158518,38800.0
Antelope Valley College,7.0200577,17.90831,11.747851,0.71633238,3.7249284,3.5816619,46.131805,9.169054,27000.0
Anthem College And The Bryman School Of Arizona,21.080368,0.0,68.862541,0.0,0.0,0.0,0.0,10.057093,27638.09
Anthem Institute,94.834488,4.6198616,0.0,0.0,0.0,0.14550745,0.0,0.4001455,47330.859
Antonelli College,28.93401,1.5228426,20.812183,27.411167,21.319798,0.0,0.0,0.0,22700.0
Apex Technical School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,34600.0
Appalachian State University,8.4188032,21.581198,5.2991452,13.205129,39.82906,5.8547006,5.8119659,0.0,36600.0
Aquinas College,11.464968,24.522293,0.0,14.649681,32.165604,0.0,17.197453,0.0,38100.0
Arapahoe Community College,2.6027398,14.931507,30.136986,7.3972602,0.0,19.178082,22.876713,2.8767123,35200.0
Arcadia University,18.731117,11.178247,5.7401814,15.105741,43.202415,0.0,6.0422959,0.0,43700.0
Argosy University,8.7142859,25.42857,21.0,41.571426,0.0,0.0,0.0,3.2857144,38200.0
Arizona State And Northern Arizona University And University Of Arizona,18.090611,21.586321,3.0413933,9.9003029,35.045433,4.4358912,7.9000506,0.0,43394.035
Arizona Western College,6.4356437,16.831684,8.6633663,1.4851485,5.4455447,8.4158421,46.039604,6.6831684,25600.0
Arkansas Northeastern College,8.474576,18.079096,10.169492,0.0,0.0,4.519774,58.757061,0.0,22500.0
Arkansas State University,18.331303,20.584652,17.417784,2.8623629,32.460411,3.593179,4.2021923,0.54811203,32700.0
Arkansas Tech University,24.026846,14.09396,10.469799,7.1140938,39.597317,0.0,4.0268455,0.67114097,35000.0
Armstrong Atlantic State University,12.28669,0.0,30.546076,8.3617744,32.935154,4.6075087,11.262798,0.0,39400.0
Art Center College Of Design,6.1855669,0.0,0.0,86.597939,7.216495,0.0,0.0,0.0,51700.0
Art Institute Of Colorado ,0.0,0.0,0.0,72.885033,0.0,0.0,0.0,27.114967,32400.0
Art Institute Of Fort Lauderdale ,40.167362,0.55788004,0.0,44.211994,0.0,0.0,0.0,15.062761,29500.0
Art Institute Of Houston ,32.079208,0.0,0.0,40.0,0.0,0.0,0.0,27.920792,32900.0
Art Institute Of New York City ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30300.0
Art Institute Of Philadelphia ,8.6882458,4.7700171,0.0,68.313461,0.0,0.0,12.095401,6.1328793,31700.0
Art Institute Of Phoenix ,16.799625,33.129986,26.935711,13.233224,1.2200844,3.2379165,0.37541062,5.0680432,25200.0
Art Institute Of Pittsburgh ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,29200.0
Art Institute Of Portland ,0.0,3.8461537,0.0,96.153847,0.0,0.0,0.0,0.0,33000.0
Art Institute Of Seattle ,0.0,5.8823528,0.0,81.985291,0.0,0.0,0.0,12.132353,34100.0
Art Institute Of York  - Pennsylvania,0.0,8.7378645,0.0,83.495148,0.0,0.0,0.0,7.7669902,31300.0
Art Institutes International Minnesota ,0.0,0.0,0.0,52.380951,0.0,0.0,0.0,47.619045,33000.0
Asbury College,17.083334,10.0,1.25,20.0,28.333332,17.083332,6.25,0.0,34100.0
Asheville Buncombe Technical Community College,9.1451292,21.073559,32.604374,0.0,0.0,19.284294,9.1451292,8.7475147,27400.0
Ashford University,5.3435116,17.557251,0.76335877,1.5267175,35.114502,0.0,39.694656,0.0,37500.0
Ashland University,4.0789475,43.421051,4.6052632,2.3684211,35.526314,7.3684211,2.6315789,0.0,39200.0
Asnuntuck Community College,11.167513,39.086292,9.1370554,0.0,0.0,2.0304568,38.578682,0.0,32400.0
Assumption College,9.4420605,25.965666,9.8712444,14.806867,29.399141,0.64377683,9.8712444,0.0,52800.0
Athens Technical College,0.45766589,27.002289,53.775745,0.0,0.0,2.5171626,0.0,16.247139,26900.0
Atlanta Metropolitan  State College,0.0,2.1052632,3.1578948,0.0,0.0,0.0,93.684212,1.0526316,26700.0
Atlanta Technical College,6.3768115,29.130434,16.376812,1.1594203,0.0,3.1884058,0.0,43.768116,21900.0
Atlantic Cape Community College,1.9027485,25.369978,13.530656,0.0,0.0,7.3995771,45.665962,6.1310782,28800.0
Auburn University,30.535629,29.387854,6.2171211,8.3452892,24.318508,1.1956002,0.0,0.0,45400.0
Auburn University Montgomery,10.76716,31.897713,8.4791384,6.5948858,32.166893,5.5181694,4.5760431,0.0,34800.0
Augsburg College,14.285714,29.183674,4.8979592,9.5918369,33.265305,7.7551022,1.0204082,0.0,44800.0
Augusta Technical College,4.8117156,22.280334,28.661087,0.0,0.0,0.20920502,0.0,44.037659,22400.0
"Augustana College of Rock Island, IL",30.095238,20.571428,4.1904764,16.571428,27.428572,0.5714286,0.5714286,0.0,49600.0
"Augustana College of Sioux Falls, SD",15.264797,20.872274,9.0342684,11.838006,37.383179,3.4267912,2.1806853,0.0,42600.0
Aurora University,9.090909,24.350649,12.662337,1.9480519,32.467533,16.883118,2.5974026,0.0,41500.0
Austin College,25.4491,10.479042,0.0,23.353294,37.425152,0.0,3.2934132,0.0,47600.0
Austin Community College,16.0,18.476191,24.952381,10.476191,3.4285717,12.0,3.1428571,11.523809,34700.0
Austin Peay State University,15.513626,27.568134,8.5953875,9.1194973,15.513627,3.7735848,19.916142,0.0,34700.0
Automotive Training Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43400.0
Avalon School Of Cosmetology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17900.0
Aveda Institute,0.0,0.0,14.987715,0.0,0.0,0.0,0.0,85.012283,27700.0
Aveda Institute Covington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17900.0
Averett University,2.1791768,71.912834,1.4527845,3.3898306,11.380146,3.3898306,4.3583536,1.9370461,42300.0
Avila University,3.7634411,27.956989,18.27957,8.6021509,34.946236,4.8387098,1.6129034,0.0,41600.0
Azusa Pacific University,4.8295455,29.545454,9.232955,9.943182,19.034092,6.676136,20.738636,0.0,49000.0
Babson College,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,85500.0
Bacone College,2.7397261,19.178082,47.945206,0.0,5.4794521,0.0,24.657534,0.0,30600.0
Bainbridge State College,0.0,16.101694,16.101694,0.0,0.0,0.0,51.694916,16.101694,24200.0
Baker College,7.8125,63.898029,20.55921,4.1529603,0.82236844,0.041118421,0.0,2.7138157,26500.0
Baker University,14.02439,31.097561,0.0,6.7073174,48.170731,0.0,0.0,0.0,48900.0
Baldwin Wallace University,8.9779005,35.359116,1.7955801,11.187845,30.662983,3.4530387,8.5635357,0.0,44000.0
Ball State University,13.108371,15.606749,5.3212199,9.8312788,35.658665,5.8728099,14.471123,0.12978585,39000.0
Baltimore School Of Massage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28000.0
Baptist Bible College,0.0,7.2916665,0.0,0.0,15.625,77.083336,0.0,0.0,29500.0
Baptist Bible College Of Pennsylvania,0.0,8.5470085,0.0,0.0,37.606838,49.572651,4.2735043,0.0,30000.0
Bard College,0.0,0.0,0.0,66.4151,23.773584,0.0,9.8113203,0.0,35700.0
Barnard College,13.556619,0.0,0.0,31.419456,44.976078,0.0,10.047847,0.0,57400.0
Barry University,9.0836658,14.581673,18.804781,1.8326694,21.035856,8.12749,26.533865,0.0,45300.0
Barstow Community College,11.74785,43.839542,6.5902576,0.57306588,7.4498568,6.5902576,14.040114,9.169055,31800.0
Barton College,6.7193675,26.482214,15.41502,11.462451,18.577076,15.810277,5.533597,0.0,36500.0
Barton County Community College,3.9360394,14.637146,42.435425,1.2300123,6.5190649,3.9360394,26.691267,0.61500615,30900.0
Bates College,30.192719,0.0,0.0,21.841541,38.5439,0.0,9.4218416,0.0,53500.0
Bates Technical College,21.208666,11.972633,14.823261,0.0,0.34207526,2.9646523,0.0,48.688713,35300.0
Bay De Noc Community College,6.8292685,29.024391,24.878048,0.0,0.73170733,0.0,32.682926,5.8536587,27800.0
Bay Path College,0.0,25.925926,27.777779,0.0,23.456791,14.197531,8.6419754,0.0,41900.0
Bay State College,0.0,63.333336,27.619047,0.0,5.2380953,3.8095238,0.0,0.0,32400.0
Baylor University,11.447084,33.952484,7.3002162,11.274298,30.36717,1.5118791,3.9308858,0.21598272,49100.0
Beaufort County Community College,19.138756,22.488037,17.70335,0.0,0.0,25.358852,6.6985645,8.6124401,23900.0
Beauty Schools Of America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14300.0
Becker College,9.0225563,17.293234,41.729324,4.5112782,14.285714,9.3984966,3.7593985,0.0,35800.0
Bel - Rea Institute Of Animal Technology,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30600.0
Belhaven University,15.02146,42.489269,0.0,8.5836906,26.609442,2.1459227,5.1502147,0.0,37900.0
Bellarmine University,14.655172,27.011494,16.954023,6.3218393,27.873562,0.0,7.1839085,0.0,44900.0
Bellevue College,13.881962,5.4031587,6.8994184,0.66500413,0.0,2.4937656,69.825432,0.8312552,41300.0
Bellevue University,8.8302755,70.527519,3.3256881,3.0963302,14.220183,0.0,0.0,0.0,52200.0
Bellingham Technical College,16.590908,15.227273,37.045456,0.0,0.90909094,0.0,0.0,30.227272,34600.0
Belmont Abbey College,8.7912083,50.0,3.2967033,3.2967033,29.120878,1.6483517,3.846154,0.0,39200.0
Belmont College,10.546875,30.46875,44.921875,0.0,0.0,4.6875,4.6875,4.6875,25700.0
Belmont University,5.253283,22.514071,9.3808632,39.399628,14.071295,1.6885554,7.6923075,0.0,39100.0
Beloit College,17.991632,1.6736401,0.0,36.820084,41.004185,0.0,2.5104601,0.0,37900.0
Benedict College,14.344262,27.459017,3.2786884,9.4262295,14.344262,23.360657,7.7868853,0.0,21400.0
Benedictine College,15.2,20.0,0.0,18.4,44.799999,0.0,1.6,0.0,37800.0
Benedictine University,24.922119,32.087227,10.5919,2.4922118,29.906542,0.0,0.0,0.0,51000.0
Benjamin Franklin Institute Of Technology,84.313728,0.0,0.0,0.0,0.0,0.0,0.0,15.686275,39800.0
Bennett College,27.941175,14.705883,0.0,14.705883,33.823528,7.352941,1.4705882,0.0,29400.0
Bennington College,0.0,0.0,0.0,51.063831,8.5106382,0.0,40.425533,0.0,26500.0
Bentley University,10.353228,84.774666,0.0,0.85261875,0.12180268,0.24360536,3.6540804,0.0,74900.0
Bergen Community College,1.3001083,9.2091007,19.718309,4.4420366,3.3586133,6.2838569,53.737812,1.9501625,35500.0
"Berkeley College of New York, NY",0.0,87.67395,0.0,0.0,0.0,12.326044,0.0,0.0,39100.0
"Berkeley College of Woodland Park, NJ",0.0,18.912947,1.5908086,1.369863,0.0,2.9606717,0.0,0.0,36600.0
Berklee College Of Music,0.0,0.0,0.0,95.851532,4.1484718,0.0,0.0,0.0,30300.0
Berks Technical Institute,43.782837,8.0560417,23.117338,0.0,0.0,4.7285461,0.0,20.315237,30300.0
Berkshire Community College,20.9375,17.1875,18.125,2.1875,0.9375,8.75,24.0625,7.8125,28700.0
Berry College,19.333334,18.888889,0.0,15.333334,40.0,0.0,6.4444447,0.0,37700.0
Beth Medrash Govoha Of America,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,23000.0
"Bethany College of Bethany, WV",11.875,5.0,0.0,16.875,59.375,2.5,4.375,0.0,40900.0
"Bethany College of Lindsborg, KS",7.6271191,16.949152,0.0,11.864407,45.762711,14.406779,3.3898306,0.0,38500.0
Bethany Lutheran College,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34000.0
Bethel College,2.0057306,32.95129,19.197708,8.3094559,23.495703,3.4383955,10.60172,0.0,36500.0
"Bethel University of McKenzie, TN",5.0,69.375,0.0,0.0,16.25,0.0,9.375,0.0,35200.0
"Bethel University of Saint Paul, MN",10.117302,29.618769,11.730206,7.4780059,28.29912,7.4780054,5.2785926,0.0,44000.0
Bethune Cookman University,8.955224,22.014925,4.8507462,3.3582089,40.298508,12.313433,8.2089548,0.0,28700.0
Big Bend Community College,2.676399,4.3795619,11.678832,0.0,2.43309,0.0,47.688564,31.143553,32200.0
Binghamton University,23.256861,17.273954,2.6990554,15.74449,40.440845,0.0,0.5847953,0.0,58400.0
Biola University,5.0,20.833334,7.2916665,10.833334,36.875,17.708334,1.4583334,0.0,40700.0
Birmingham Southern College,16.088327,41.324921,1.2618296,16.719242,13.880126,0.0,10.725552,0.0,41900.0
Bishop State Community College,6.4692984,5.5921049,41.885963,0.0,2.6315789,0.21929824,12.061404,31.14035,22600.0
Bismarck State College,12.540193,13.826366,1.125402,2.8938906,0.0,0.0,48.874599,20.73955,38100.0
Black Hawk College,17.108753,15.119363,11.007957,0.39787799,0.66312999,0.66312999,44.960213,10.079576,29000.0
Black River Technical College,0.0,20.816326,36.32653,0.0,0.0,2.0408163,13.469388,27.346939,26600.0
Blackburn University,12.280702,31.578947,0.87719297,7.8947368,40.350876,0.87719297,6.1403508,0.0,38000.0
Blackhawk Technical College,9.8124094,16.594517,54.978355,0.0,0.0,10.38961,0.0,8.2251081,31200.0
Bladen Community College,0.0,41.666668,21.428572,0.0,0.0,2.3809524,13.095238,21.428572,23700.0
Blinn College,14.070352,27.135679,24.958124,10.887772,3.3500838,5.1926298,14.40536,0.0,36900.0
Bloomfield College,19.087137,26.141079,7.4688797,14.107883,33.195023,0.0,0.0,0.0,39000.0
Bloomsburg University Of Pennsylvania,9.2705164,22.796352,5.9270515,7.4468083,43.768997,6.6869297,4.1033435,0.0,43800.0
Blue Cliff College,0.0,0.0,55.882355,0.0,0.0,0.0,0.0,44.117645,25400.0
Blue Mountain Community College,6.395349,11.046512,27.906977,0.0,0.0,0.0,44.767441,9.8837204,28800.0
"Blue Ridge Community College of Flat Rock, NC",18.131868,13.736264,23.626373,0.0,0.0,0.0,8.7912092,35.714287,23800.0
"Blue Ridge Community College of Weyers Cave, VA",20.779221,13.961039,24.025974,0.0,0.0,0.32467532,40.909092,0.0,31700.0
Bluefield State College,28.644501,14.578005,25.063938,0.0,7.9283886,13.043478,10.741688,0.0,29400.0
Bluffton University,8.6705208,41.040462,0.5780347,5.7803469,33.526012,6.3583817,4.0462427,0.0,38300.0
Boise State University,12.250128,19.733471,17.375706,7.944644,25.371605,4.7155304,5.0230651,7.5858536,35300.0
Boricua College,0.0,8.5798817,0.0,0.0,27.514793,14.201183,49.704144,0.0,29900.0
Bossier Parish Community College,9.9601593,13.944223,31.075697,0.0,7.9681277,9.1633463,20.717131,7.1713152,29200.0
Boston College,11.837749,26.241722,2.4834437,14.114238,44.370861,0.70364237,0.24834438,0.0,67000.0
Boston University,18.407829,15.339857,7.5905843,11.028829,45.279026,0.26448029,2.0893943,0.0,60600.0
Bowdoin College,28.109453,0.0,0.0,24.875622,41.293533,0.0,5.7213926,0.0,54800.0
Bowling Green State University,12.495575,17.663717,8.495575,14.973452,34.690266,3.0442479,8.3893805,0.24778761,39000.0
"Bradford School of Columbus, OH",6.1855669,49.484535,21.649485,18.556702,0.0,4.1237111,0.0,0.0,25000.0
"Bradford School of Pittsburgh, PA",10.931174,45.748989,19.028339,8.9068823,0.0,15.384615,0.0,0.0,25600.0
Bradley University,25.358852,22.105265,7.1770334,10.813397,31.38756,2.2966509,0.86124402,0.0,52400.0
Bramson ORT College,50.224216,49.775784,0.0,0.0,0.0,0.0,0.0,0.0,28800.0
Brandeis University,19.45245,0.0,0.0,16.138329,53.746399,0.0,10.662824,0.0,58800.0
Branford Hall Career Institute,23.032904,10.586553,36.480686,0.0,0.0,7.8683834,0.0,22.031473,29700.0
Brazosport College,10.714286,12.5,5.6547618,0.0,0.0,9.5238094,30.059525,31.547619,29900.0
Brenau University,0.70093459,25.233644,25.0,8.1775703,32.943924,6.5420561,1.4018692,0.0,42600.0
Brevard College,11.764706,1.6806723,0.0,18.487396,3.3613446,0.0,64.705887,0.0,31100.0
Brewton Parker College,2.7131782,21.705427,0.0,2.7131782,44.573643,2.3255816,25.968992,0.0,34700.0
Briar Cliff University,15.0,30.0,12.5,6.875,23.125,5.0,7.5,0.0,38600.0
Briarcliffe College,35.294117,43.58289,0.0,12.032085,0.0,0.0,0.0,9.090909,39000.0
Bridgerland Applied Technology College,1.5406163,8.8235292,47.619049,0.0,0.0,4.0616245,0.0,37.955181,25800.0
Bridgewater College,17.560976,23.902439,0.0,11.707317,37.07317,0.0,9.7560978,0.0,42600.0
Bridgewater State University,8.7959013,14.175918,3.4158838,9.3936806,51.665245,3.4158838,7.3441505,1.793339,41500.0
Brigham Young University,18.306923,18.487629,1.5429524,13.844872,31.192661,0.98693353,14.595496,1.0425354,57400.0
Brigham Young University - Hawaii,22.961374,23.60515,0.0,9.6566525,31.974251,3.6480687,8.1545067,0.0,39400.0
Brigham Young University-Idaho,9.1903076,15.130024,9.3971634,8.9539003,13.179669,2.3936169,40.69149,1.0638298,39000.0
Bristol Community College,12.844037,18.807341,19.418961,0.91743118,8.7155962,10.397553,21.712538,7.1865444,27900.0
Broadview University,52.941177,1.4705882,34.558823,0.0,0.0,0.0,0.0,11.029411,27900.0
Brookdale Community College,7.9100747,23.563698,11.074105,0.33305579,23.064114,8.5761862,22.98085,2.4979184,32900.0
Brookline College,12.643678,43.496674,30.066545,0.0,0.0,13.793103,0.0,0.0,22300.0
Brooks Institute,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,29100.0
Broome Community College,13.94799,24.704493,19.858156,0.0,3.427896,8.5106382,28.605202,0.9456265,31000.0
Broward College,3.6560247,5.3553038,20.288363,0.56642634,0.0,3.5530381,65.345009,1.2358394,33400.0
Brown College,65.654205,1.8691589,0.0,0.0,32.476635,0.0,0.0,0.0,33700.0
Brown Mackie College ,12.643678,27.011494,27.586206,0.0,0.0,32.758621,0.0,0.0,26300.0
Brown University,29.862843,6.608479,1.6832918,20.573566,31.17207,2.1197007,7.9800501,0.0,59700.0
Brunswick Community College,14.473684,15.131579,30.263159,0.0,0.0,14.473684,17.763159,7.8947368,22000.0
Bryan College,7.4766355,23.364487,4.6728973,9.3457947,35.514019,14.018692,5.6074767,0.0,35500.0
Bryant University,20.370371,76.481483,0.0,0.0,1.8518518,0.0,1.2962962,0.0,61900.0
Bryn Mawr College,27.419355,0.0,0.0,30.0,40.0,0.0,2.5806451,0.0,50400.0
Bucknell University,34.674557,19.881657,0.0,11.360947,31.12426,0.0,2.9585798,0.0,68800.0
Bucks County Community College,7.030129,32.281204,13.055954,6.1692972,18.794836,9.7560978,11.908178,1.0043042,35800.0
Buena Vista University,2.4050632,38.987343,0.0,1.5189873,43.417721,1.6455696,12.025316,0.0,38100.0
Bunker Hill Community College,16.949152,24.670433,29.566854,2.8248587,3.3898306,6.2146893,13.93597,2.448211,33000.0
Burlington County College - Pemberton Campus,0.390625,4.8828125,8.3984375,0.5859375,0.0,7.8125,75.195313,2.734375,34600.0
"Butler County Community College of Butler, PA",6.0185184,41.203705,12.962963,4.1666665,9.4907398,1.6203704,21.064814,3.4722223,29900.0
"Butler County Community College of El Dorado, KS",7.6023393,24.707602,14.035088,2.1929824,13.450293,3.5087719,32.748539,1.7543859,31400.0
Butler University,12.172573,24.653313,14.175654,14.483821,34.052387,0.46224961,0.0,0.0,52400.0
Butte College,10.063463,12.87398,10.788758,2.9918404,18.767,12.783319,25.022665,6.7089753,29800.0
CUNY Bernard M. Baruch College,20.894833,66.051659,0.0,1.8911439,9.1328411,0.36900368,1.6605166,0.0,54000.0
CUNY Borough Of Manhattan Community College,9.9680166,36.9403,8.5820894,0.0,7.7292109,8.1556501,28.624733,0.0,34900.0
CUNY Bronx Community College,14.66031,25.864124,8.7008343,3.8140643,15.017879,16.090584,12.157331,3.6948748,31900.0
CUNY Brooklyn College,15.830945,18.982807,6.4469914,10.530087,47.206306,0.0,1.0028653,0.0,44500.0
CUNY Hunter College,7.7220078,6.9498072,10.976282,24.931053,45.504688,0.0,3.9161613,0.0,44800.0
CUNY John Jay College Of Criminal Justice,4.937304,0.0,0.0,0.0,35.815048,59.247646,0.0,0.0,43700.0
CUNY Laguardia Community College,13.527654,31.614349,20.179373,0.74738413,16.816143,0.0,5.381166,11.733932,33000.0
CUNY Lehman College,13.141863,11.83638,18.276762,8.4421234,36.814621,8.2680588,3.2201915,0.0,41500.0
CUNY Medgar Evers College,7.899807,26.589596,33.718689,0.0,19.460501,3.8535645,8.4778423,0.0,35900.0
CUNY Queens College,11.516035,17.735666,4.2274051,13.702624,50.728863,0.0,2.0894072,0.0,48000.0
CUNY York College,17.772512,20.734598,8.6492891,5.4502368,37.322273,7.3459716,2.7251184,0.0,38200.0
"CUNY, Hostos Community College",7.0921984,20.803783,17.257683,0.0,13.711584,9.2198582,31.914894,0.0,29800.0
Cabrillo College,8.9051094,13.576642,11.386861,9.3430653,3.9416058,3.7956204,46.423359,2.6277373,32100.0
Cabrini College,4.1769042,39.80344,0.0,3.1941032,45.208847,1.7199017,5.8968058,0.0,42700.0
Cairn University,0.0,2.0689654,0.0,69.310349,13.793103,14.827586,0.0,0.0,32600.0
Caldwell College,9.7378273,28.089888,0.0,13.108614,42.322098,6.7415729,0.0,0.0,46200.0
Caldwell Community College & Technical Institute,2.2421525,20.852016,27.578476,0.0,0.0,7.3991032,10.313901,31.614349,24500.0
Calhoun Community College,7.329843,3.9267015,18.324608,1.7015706,0.0,6.8062825,35.994766,25.916229,27200.0
California Baptist University,15.885947,13.849287,0.0,7.3319755,56.211815,0.0,6.7209778,0.0,41800.0
